,SSC-H,SSC-A,FSC-H,FSC-A
0,235023.0,237657.640625,5551.0,3339.724853515625
1,150219.0,150519.109375,6894.0,1484.1849365234375
2,771127.0,773826.0625,2057.0,-5613.455078125
3,11423.0,11555.5322265625,939.0,-3682.294921875
4,117262.0,114372.4375,4867.0,-191.9949951171875
5,4050.0,3403.402587890625,3212.0,-6282.06494140625
6,1867.0,1618.1075439453125,2614.0,-656.6400146484375
7,4687.0,4698.57080078125,3013.0,-145.16000366210938
9,4347.0,4756.68505859375,1131.0,-3660.635009765625
10,971355.0,961376.125,7847.0,8699.4345703125
11,5992.0,5568.74853515625,3313.0,1591.25
12,1548.0,1195.1231689453125,1739.0,-2663.419921875
13,43843.0,44122.12109375,2935.0,2035.56494140625
14,4607.0,5382.8359375,3917.0,-1652.239990234375
15,102668.0,101748.9140625,6664.0,15385.9150390625
16,288927.0,495878.75,5781.0,20284.685546875
17,242510.0,244152.671875,3451.0,5531.85009765625
18,1817.0,1779.4100341796875,9873.0,7337.22998046875
19,272551.0,265089.25,4519.0,-6173.10009765625
22,839772.0,822294.125,6040.0,8281.4345703125
23,201845.0,210065.546875,6143.0,1305.0150146484375
24,8592.0,8443.0361328125,4918.0,-1834.0699462890625
25,5822.0,5917.8359375,1794.0,-398.9049987792969
26,761403.0,816027.625,8875.0,25509.875
27,284536.0,283086.5,5386.0,7997.57470703125
28,6716.0,6593.541015625,7481.0,5108.43505859375
30,118820.0,119766.640625,5141.0,4452.83984375
31,44594.0,44231.6640625,4889.0,9457.8203125
32,7812.0,7937.4609375,1008.0,-5476.27490234375
33,3044.0,2931.866943359375,567.0,-4390.9951171875
34,244064.0,248152.46875,4282.0,-5175.41015625
35,236376.0,231821.59375,4745.0,15040.9697265625
36,8541.0,7870.853515625,4047.0,-2230.695068359375
37,1689.0,1275.70751953125,135.0,-2523.9599609375
38,8743.0,8782.29296875,1882.0,-3085.885009765625
39,6944.0,6740.666015625,1466.0,-267.1399841308594
40,297510.0,296115.28125,6000.0,12061.484375
42,155354.0,155297.53125,4526.0,8010.3046875
43,108088.0,107270.3828125,3962.0,1563.60498046875
45,3944.0,4075.563232421875,4859.0,-498.2749938964844
47,1822.0,1644.9244384765625,1838.0,1401.9150390625
48,1571.0,1074.346923828125,1798.0,1399.635009765625
50,8469.0,7930.70654296875,6420.0,11485.8798828125
51,85660.0,85613.109375,6178.0,12252.91015625
52,291398.0,297613.5625,10075.0,15255.955078125
53,3079.0,2567.598876953125,-1124.0,-6142.509765625
54,14271.0,13951.73046875,2121.0,-253.364990234375
55,2174.0,1566.2794189453125,1666.0,796.2899780273438
56,1748.0,1945.9288330078125,5346.0,7244.794921875
57,252795.0,251705.546875,5573.0,6900.32470703125
58,3331.0,2812.361328125,1154.0,-1586.2149658203125
59,869669.0,855609.8125,9092.0,20498.529296875
60,877152.0,885056.875,8021.0,17159.185546875
61,865204.0,879759.4375,4470.0,2069.669921875
62,241760.0,246829.625,3769.0,-413.05999755859375
63,2100.0,1884.67138671875,3469.0,-903.1649780273438
65,2742.0,2692.05322265625,3714.0,1894.8699951171875
66,220797.0,224294.140625,2468.0,-3119.989990234375
68,3312272.0,3235138.75,63577.0,60097.09375
69,245247.0,238949.9375,6691.0,10008.1552734375
70,981563.0,967890.5,5463.0,115.80500030517578
71,260819.0,261690.3125,4414.0,5443.02490234375
72,198608.0,198204.203125,5301.0,3547.10986328125
74,1836.0,1592.628173828125,9923.0,8542.3994140625
76,1625.0,1061.4400634765625,1195.0,-1481.8099365234375
77,31722.0,31965.248046875,4054.0,1121.4749755859375
79,3382043.0,3524174.75,53079.0,42521.05078125
80,5525.0,5297.4365234375,1505.0,-3969.385009765625
81,192357.0,192424.859375,8043.0,648.469970703125
82,3506002.0,4146270.0,64217.0,61655.28515625
83,1549.0,1167.30322265625,-907.0,-4098.2998046875
84,54398.0,56039.98046875,3841.0,1313.7550048828125
86,4123.0,4357.90966796875,4160.0,4186.4599609375
87,226350.0,229163.65625,5116.0,7327.35009765625
88,8999.0,8702.376953125,5701.0,-636.4049682617188
89,77386.0,76216.5703125,3210.0,-253.93499755859375
90,1565.0,1452.391357421875,1236.0,-1186.64501953125
91,275851.0,282435.875,2945.0,-6638.5048828125
92,2134.0,1450.3851318359375,1258.0,-1267.1099853515625
93,882426.0,891541.1875,5883.0,15643.1748046875
94,277337.0,278983.46875,4243.0,-2601.669921875
96,1826.0,1173.121337890625,2567.0,948.5750122070312
97,132003.0,129688.890625,555.0,-16258.490234375
99,13621.0,13484.8759765625,3699.0,1913.39501953125
100,945525.0,921637.3125,5471.0,-474.7149963378906
101,228174.0,226049.078125,2537.0,-5569.94482421875
102,6032.0,6007.78271484375,4057.0,3625.864990234375
104,880138.0,874530.875,4612.0,1870.739990234375
105,9400.0,9879.109375,4304.0,3309.324951171875
106,205565.0,209496.171875,7698.0,4542.7099609375
107,53500.0,53271.15625,4690.0,-12194.3896484375
108,955170.0,956118.1875,5314.0,2524.340087890625
109,32566.0,32171.625,5306.0,1708.385009765625
110,209761.0,212426.375,4177.0,-974.4149780273438
111,234719.0,235946.84375,3397.0,-486.7799987792969
112,935766.0,940541.9375,7790.0,13708.5947265625
113,3798.0,4024.6044921875,2458.0,1603.5999755859375
114,242514.0,288475.4375,30514.0,41224.96484375
115,5458.0,5318.16796875,6649.0,6242.73486328125
116,142344.0,143182.65625,4678.0,4210.02001953125
117,7883.0,7599.3408203125,3907.0,478.6099853515625
118,2772.0,2629.9931640625,3459.0,2281.425048828125
119,3891.0,3464.86083984375,8338.0,10763.5947265625
121,266380.0,261151.03125,5634.0,2549.419921875
123,94686.0,95826.9296875,3021.0,-720.6699829101562
124,147125.0,146583.25,4644.0,6672.60986328125
125,19127.0,18461.9140625,4429.0,4320.97998046875
126,1850.0,1589.485107421875,5353.0,2090.760009765625
128,20457.0,19501.28515625,4087.0,3864.5048828125
129,930269.0,1071263.25,6905.0,18725.0703125
130,3480076.0,3507482.25,60297.0,56412.51953125
131,5340.0,5337.962890625,3674.0,-1838.9149169921875
132,91892.0,90700.2265625,6251.0,1920.7099609375
133,887820.0,880388.5,15058.0,23768.240234375
134,129356.0,131925.59375,7331.0,4358.02978515625
135,269342.0,274214.40625,6899.0,8443.7900390625
136,10312.0,10631.5205078125,3356.0,117.32499694824219
137,307962.0,306434.09375,3696.0,9087.6044921875
138,49825.0,49163.2265625,5563.0,4704.30517578125
139,241724.0,246075.265625,8366.0,-5268.60498046875
140,221372.0,222971.828125,5709.0,12024.4345703125
141,208639.0,207990.890625,4318.0,7825.625
142,6760.0,6308.787109375,6246.0,4696.89501953125
144,246282.0,245831.046875,5091.0,15149.26953125
145,3035.0,2793.034423828125,6325.0,3857.3798828125
146,8693.0,9457.6640625,3571.0,5936.26513671875
147,107852.0,110373.046875,6133.0,5711.77978515625
149,5178.0,5092.798828125,3504.0,3274.93505859375
151,929641.0,926911.0,7786.0,10723.0302734375
152,1520.0,1313.291259765625,8743.0,7339.03466796875
153,260743.0,253216.984375,3971.0,6431.97509765625
154,963384.0,968239.6875,7963.0,16612.173828125
155,136181.0,135881.984375,5919.0,676.5899658203125
156,196670.0,196517.21875,4622.0,-2623.89990234375
158,292418.0,295210.0625,5261.0,9063.8544921875
159,5408.0,4981.853515625,3134.0,3156.469970703125
160,216946.0,217206.265625,7582.0,14792.0693359375
161,3335.0,4781.3623046875,2358.0,-4060.869873046875
162,147225.0,147772.359375,5976.0,10362.884765625
163,142317.0,139573.015625,5760.0,1246.875
164,185736.0,183451.78125,3581.0,2843.445068359375
165,50144.0,51271.59375,5547.0,9174.33984375
166,10031.0,11600.8740234375,6024.0,7022.11474609375
167,6379.0,6849.40478515625,5386.0,475.19000244140625
168,926895.0,932334.9375,8054.0,17579.275390625
170,284370.0,286727.375,3963.0,9634.1396484375
171,1731.0,1349.7381591796875,5243.0,5660.85986328125
172,1619.0,1116.7457275390625,6345.0,4111.69482421875
173,43890.0,42683.3046875,7311.0,6596.705078125
174,1735.0,1234.980712890625,2794.0,-1150.1650390625
175,3403017.0,3374353.25,59885.0,69607.640625
177,192704.0,195162.921875,5156.0,2246.56005859375
178,138241.0,136883.640625,4666.0,-2077.554931640625
180,200580.0,202542.65625,5810.0,8265.0
181,118255.0,122271.046875,5253.0,2770.580078125
182,39276.0,39699.8125,906.0,-6316.455078125
183,44663.0,44123.45703125,4524.0,2498.68994140625
184,277793.0,278392.9375,9685.0,9176.71484375
186,981136.0,968522.0625,8351.0,7696.330078125
187,6338.0,6021.82666015625,9282.0,7817.169921875
188,939248.0,943989.0,5595.0,11941.1201171875
189,2391097.0,2336416.25,32527.0,34633.76953125
190,7018.0,7266.50390625,5199.0,13933.5546875
191,203945.0,204240.671875,7196.0,10049.7646484375
192,40141.0,40877.2109375,5660.0,6316.455078125
193,4452.0,3697.853271484375,2781.0,560.6900024414062
194,229208.0,229496.28125,6781.0,6719.82470703125
195,21921.0,22673.90234375,4506.0,-4580.52001953125
196,282382.0,286608.53125,4696.0,-2439.5048828125
197,6845.0,6785.4052734375,3392.0,3754.494873046875
199,3771.0,3426.54150390625,3299.0,2082.780029296875
201,32532.0,32269.12890625,3535.0,-1572.344970703125
202,267221.0,264085.5,6924.0,18679.185546875
203,910436.0,921918.625,6121.0,-4776.2197265625
204,238034.0,237536.203125,5487.0,-1344.0599365234375
205,137907.0,137527.375,5318.0,10505.955078125
207,65206.0,63510.0546875,10684.0,14242.3994140625
208,941770.0,957021.5,8087.0,16671.265625
209,203648.0,199957.0,5255.0,565.1549682617188
210,6656.0,6546.12646484375,2964.0,-533.8999633789062
211,64562.0,65155.4453125,4195.0,3244.344970703125
214,243011.0,238514.84375,5579.0,2513.889892578125
215,112550.0,111864.359375,8652.0,5028.06494140625
216,227614.0,223328.53125,3856.0,-9811.2197265625
217,2043.0,2073.5263671875,4231.0,4439.16015625
218,792475.0,790775.4375,2828.0,-8139.5048828125
221,22839.0,21711.169921875,4010.0,390.07000732421875
222,4420.0,3559.75634765625,1526.0,-104.0250015258789
223,195049.0,197676.015625,5087.0,7211.73486328125
224,8374.0,8155.2060546875,5308.0,129.77000427246094
225,8930.0,10121.5986328125,4298.0,-3189.625
226,2653.0,2194.436279296875,4968.0,4897.43994140625
227,135501.0,132094.1875,4888.0,1441.2449951171875
228,8650.0,8831.2451171875,4902.0,1353.2750244140625
229,112416.0,111927.15625,6332.0,9446.7998046875
231,265688.0,262128.34375,988.0,-9413.455078125
232,838789.0,843224.25,10949.0,20830.080078125
234,38780.0,36935.19921875,4988.0,4751.80517578125
235,5356.0,5168.76904296875,7011.0,3952.949951171875
237,6996.0,7317.26220703125,2333.0,1665.2550048828125
238,222920.0,226648.484375,2161.0,-10244.705078125
239,4110.0,3798.299560546875,2281.0,1863.614990234375
240,276112.0,395449.28125,4891.0,-983.5349731445312
241,6892.0,7359.72802734375,1959.0,-5719.56982421875
242,2918.0,2780.52880859375,1877.0,2342.794921875
243,231461.0,231516.78125,1744.0,-10990.740234375
245,4214.0,4137.35595703125,645.0,-7010.90478515625
246,207266.0,202833.828125,6231.0,-8656.3994140625
247,130219.0,128240.4453125,7655.0,11911.5751953125
248,63779.0,64547.3515625,6192.0,7356.60986328125
250,9045.0,10363.6865234375,3396.0,-3610.85498046875
252,206515.0,203916.328125,4018.0,3032.114990234375
254,3782.0,3701.665283203125,3126.0,2707.119873046875
255,147249.0,147049.03125,2965.0,-1482.5699462890625
256,38501.0,38975.95703125,3250.0,4918.2451171875
257,2935.0,3000.480712890625,3606.0,1250.5799560546875
258,38721.0,38191.9140625,3278.0,-4855.73486328125
259,7349.0,7026.6904296875,5469.0,9864.3251953125
260,10217.0,9571.2177734375,2268.0,-1168.0250244140625
261,944318.0,954653.0625,6367.0,11331.5048828125
262,6632.0,6942.36083984375,1321.0,-2195.449951171875
263,172443.0,175079.421875,6416.0,10834.6552734375
264,38425.0,38149.37890625,4493.0,3409.739990234375
265,139263.0,137772.265625,4319.0,-320.2449951171875
266,3020.0,2729.770751953125,5967.0,9936.240234375
267,206238.0,208953.15625,2572.0,1082.0499267578125
268,6347.0,6345.10009765625,3988.0,3602.2099609375
269,6453.0,5584.06298828125,5692.0,5145.86474609375
270,3006.0,2506.67578125,2094.0,853.7650146484375
271,1994.0,1479.3419189453125,3505.0,-1907.6949462890625
273,224163.0,227022.375,4599.0,-2857.030029296875
275,1023243.0,1003388.8125,3796.0,-92.90999603271484
276,176528.0,179835.046875,2517.0,-11014.6796875
277,5445.0,4818.009765625,2592.0,-1568.8299560546875
278,3125.0,3065.08203125,165.0,-5009.5400390625
281,7637.0,7533.669921875,1755.0,-5489.10009765625
282,4946.0,4504.09814453125,1492.0,-4457.30517578125
283,126683.0,123854.6484375,3593.0,-358.3399963378906
284,54575.0,53348.26171875,3952.0,3993.60986328125
286,204451.0,202905.640625,3629.0,1535.4849853515625
289,4820.0,4890.83642578125,3076.0,5164.294921875
290,6318.0,5596.90283203125,544.0,-3150.77001953125
291,6666.0,6381.814453125,443.0,-5424.21484375
292,3640.0,3400.593994140625,1949.0,-119.79499816894531
293,5832.0,5218.3232421875,2347.0,1501.18994140625
294,40305.0,38910.28515625,5294.0,-4943.419921875
295,4776.0,4996.69970703125,2541.0,733.875
296,6936.0,6388.97021484375,4738.0,4900.19482421875
298,1663.0,1633.1544189453125,1705.0,-681.4349975585938
299,996602.0,1010366.125,5397.0,-7623.65478515625
300,7514.0,7165.92431640625,4485.0,2583.52490234375
302,195354.0,332295.0625,3512.0,-3768.175048828125
303,2248.0,1774.929443359375,6689.0,4568.26513671875
304,134937.0,135644.109375,2214.0,-6742.91015625
305,116895.0,118545.171875,2200.0,-6346.85498046875
307,3234.0,3406.813232421875,760.0,-3660.06494140625
308,130495.0,130791.921875,3898.0,-3031.1650390625
309,5958.0,5543.603515625,4294.0,-343.7099914550781
310,59498.0,57291.546875,5548.0,4397.26513671875
311,146672.0,148006.15625,6815.0,6536.56982421875
312,139741.0,138207.09375,7225.0,2676.340087890625
315,8593.0,7478.3642578125,142.0,-9640.6953125
317,1978.0,1573.2344970703125,-1045.0,-6734.07470703125
318,1506.0,1077.3563232421875,243.0,-4288.5849609375
319,69203.0,67282.9375,1563.0,-13188.1845703125
321,309805.0,301993.9375,8751.0,2685.744873046875
323,225860.0,226983.390625,1920.0,-18389.435546875
324,5051.0,4514.93212890625,893.0,-1965.5499267578125
326,2376.0,1966.0582275390625,1768.0,1281.1700439453125
327,5281.0,4942.53076171875,1557.0,-5551.22998046875
328,5307.0,4902.27197265625,2539.0,1044.14501953125
329,188918.0,187536.4375,2596.0,-5968.4697265625
330,134599.0,133395.765625,2760.0,151.14500427246094
334,75378.0,72497.0546875,3360.0,-9303.16015625
335,5334.0,4834.99609375,1566.0,-6198.1796875
336,94933.0,97437.078125,3940.0,-100.12999725341797
337,6255.0,5659.49755859375,5490.0,7125.28466796875
338,206965.0,252398.09375,2715.0,-9392.7451171875
339,309745.0,311168.71875,7095.0,11858.66015625
340,3220609.0,4147496.25,58652.0,88845.8984375
341,7322.0,7243.900390625,7936.0,7774.89501953125
342,122143.0,121811.75,5526.0,8293.21484375
343,34036.0,33613.65234375,945.0,-5648.794921875
345,236157.0,233090.953125,7192.0,8065.8798828125
346,235114.0,236979.0,7375.0,11427.169921875
348,940294.0,915163.3125,8723.0,16700.14453125
349,2777.0,2198.181396484375,5393.0,-3301.06005859375
351,3380894.0,3418747.5,59193.0,33244.203125
352,3420.0,3099.322021484375,933.0,-2975.780029296875
353,866819.0,881352.6875,6191.0,-4854.40478515625
355,5586.0,4990.3466796875,2286.0,104.5
356,6012.0,8288.5546875,5780.0,-6858.23974609375
357,2224.0,1717.951904296875,3926.0,-4043.579833984375
358,284082.0,279759.28125,3647.0,-2305.364990234375
359,229339.0,222538.75,2373.0,-16351.3994140625
360,133312.0,133016.328125,4872.0,-940.4049682617188
361,252309.0,249987.921875,5462.0,-2346.784912109375
362,50606.0,51792.08203125,2576.0,-3898.800048828125
363,10308.0,9702.7607421875,3204.0,-3787.744873046875
364,228162.0,224682.359375,6333.0,15548.83984375
365,4352.0,3860.359619140625,2396.0,-1081.385009765625
367,130579.0,130781.9609375,3400.0,-1724.7249755859375
369,2649.0,2987.707763671875,1400.0,-5461.455078125
370,123384.0,121502.453125,5502.0,-3161.409912109375
371,46824.0,47082.2109375,4547.0,-2644.89501953125
372,5200.0,4650.4208984375,5589.0,9661.1201171875
373,983637.0,988691.0,8586.0,15941.189453125
374,219025.0,230220.46875,7362.0,7323.9296875
375,8444.0,12322.9228515625,3289.0,-491.625
376,8176.0,7671.43212890625,1731.0,1521.804931640625
377,49051.0,50218.578125,3802.0,-1507.4599609375
378,307694.0,299710.28125,6153.0,-1469.7449951171875
379,4855.0,4717.8310546875,4804.0,4583.56005859375
380,9371.0,9253.3603515625,1509.0,-7369.33984375
382,129914.0,128372.71875,7202.0,11254.4599609375
383,137848.0,134753.40625,7180.0,11672.83984375
384,225191.0,221552.671875,6188.0,11206.3896484375
385,275724.0,268089.59375,6993.0,12036.78515625
386,262868.0,259954.96875,8388.0,10938.5849609375
388,46156.0,46621.9765625,8678.0,13601.1494140625
389,893530.0,908379.9375,7897.0,12794.2197265625
390,2441.0,2442.408935546875,4820.0,5180.06494140625
391,113831.0,115498.1484375,3505.0,-8676.16015625
392,8351.0,7725.86865234375,7490.0,4484.18994140625
393,29707.0,29319.271484375,3973.0,4358.69482421875
394,3954.0,3640.67529296875,4105.0,4375.60498046875
395,1783.0,1491.3126220703125,1866.0,-3102.889892578125
396,239755.0,240234.46875,4001.0,469.5849914550781
397,229985.0,232598.21875,3514.0,-398.9049987792969
398,3396077.0,3362453.0,58838.0,60755.25390625
399,276116.0,274239.9375,3928.0,-7694.4296875
400,8056.0,7785.3203125,-524.0,-6882.56005859375
401,48150.0,48521.29296875,6765.0,7028.10009765625
402,54013.0,53111.390625,2273.0,-1482.5699462890625
403,34625.0,34971.48046875,2895.0,-118.3699951171875
405,219049.0,217972.25,2001.0,-17130.3046875
406,1932.0,1671.7413330078125,824.0,-1093.35498046875
407,44035.0,44091.828125,2084.0,-905.72998046875
409,2800.0,2797.314453125,982.0,-3821.849853515625
410,7181.0,6482.7958984375,4361.0,-1054.594970703125
411,264513.0,264210.84375,5319.0,5176.5498046875
412,46043.0,44430.34765625,4596.0,322.42999267578125
413,257252.0,255285.6875,4773.0,578.3599853515625
414,246876.0,250004.234375,4700.0,9001.53515625
415,3131.0,3129.148193359375,2983.0,-1477.0599365234375
418,232758.0,235658.890625,5290.0,1462.0499267578125
419,172104.0,169774.640625,3666.0,267.1399841308594
421,5976.0,5761.9501953125,4294.0,3211.570068359375
423,136683.0,141411.0,3450.0,-6635.3701171875
424,20957.0,20183.677734375,2040.0,-3965.489990234375
426,913947.0,915317.4375,7443.0,957.6950073242188
427,5223.0,5257.77978515625,6410.0,2552.4599609375
428,1942.0,1825.4869384765625,2291.0,-677.2550048828125
429,212976.0,214535.75,3581.0,-561.4500122070312
430,124194.0,124376.46875,5467.0,5354.10498046875
432,6944.0,6281.10107421875,1844.0,-581.3049926757812
433,157679.0,156132.140625,2911.0,5276.48974609375
434,45865.0,43746.015625,4520.0,4.84499979019165
435,5820.0,5499.39892578125,5381.0,4862.955078125
436,167915.0,168417.265625,2660.0,-813.3900146484375
437,117580.0,118714.8359375,3418.0,3300.5849609375
438,201819.0,199771.546875,5610.0,9179.66015625
439,3921.0,3494.018310546875,4157.0,4164.705078125
440,8563.0,7942.0751953125,2868.0,-2020.8399658203125
441,53216.0,51615.3984375,6918.0,5456.98974609375
442,4402.0,4279.93310546875,2296.0,1993.385009765625
443,3513.0,2978.0107421875,3038.0,2670.449951171875
446,11479.0,10831.5439453125,3381.0,-1942.2750244140625
447,880877.0,896788.875,8864.0,12986.78515625
449,18067.0,16740.3515625,4730.0,-168.625
450,2075.0,1651.6119384765625,4802.0,-660.344970703125
451,41815.0,41823.89453125,403.0,-7246.69482421875
452,148637.0,146761.9375,5025.0,5196.31005859375
453,5866.0,5455.93017578125,3925.0,4382.634765625
454,218242.0,213667.046875,3319.0,-3833.534912109375
455,14408.0,14145.6015625,7179.0,5830.43505859375
456,127979.0,128491.6953125,1449.0,-6081.044921875
457,66433.0,65935.40625,4323.0,-26.69499969482422
458,2921.0,2916.552734375,18403.0,24394.859375
460,291593.0,284166.0625,5882.0,-7271.01513671875
461,3520.0,3080.998291015625,3492.0,2158.875
462,34764.0,33105.3984375,1373.0,-5437.32470703125
463,306605.0,304413.34375,7526.0,0.2849999964237213
465,897840.0,898433.4375,7759.0,-2963.050048828125
466,54228.0,54309.32421875,1720.0,-4893.06982421875
467,8204.0,8030.484375,811.0,-3396.6298828125
468,211997.0,207742.046875,2075.0,-9428.2744140625
469,4906.0,4229.84375,5947.0,6502.93994140625
470,181244.0,180873.875,8978.0,15705.9697265625
471,42219.0,42090.92578125,10118.0,13765.3095703125
473,284032.0,323795.0,4672.0,-1033.5999755859375
476,5275.0,5397.01318359375,5089.0,6278.455078125
477,50764.0,49111.59765625,6894.0,9521.1845703125
478,52042.0,53576.5078125,8663.0,16821.5546875
479,2871.0,2828.143798828125,4240.0,2546.949951171875
480,891293.0,903150.8125,8926.0,19973.1796875
481,8469.0,8553.24609375,5326.0,9737.78515625
482,38558.0,38726.109375,4857.0,6602.31005859375
485,273811.0,270494.8125,3380.0,-3970.14501953125
487,154690.0,152170.0625,3944.0,-5895.22509765625
488,217034.0,218317.859375,4349.0,10052.7099609375
489,2176.0,1997.288818359375,1229.0,-484.5
490,4605.0,4445.44873046875,1118.0,-1332.375
491,4909.0,4255.79150390625,2454.0,-4871.125
492,962410.0,1860601.375,9130.0,8976.740234375
493,48798.0,48524.8359375,4445.0,941.7349853515625
494,180041.0,179919.171875,5403.0,3500.655029296875
495,36243.0,35783.4765625,4871.0,2065.014892578125
496,124409.0,125142.9296875,668.0,-19294.025390625
497,937612.0,951711.4375,6303.0,12997.7099609375
498,2911.0,3410.090087890625,3654.0,2525.0048828125
499,233778.0,232167.609375,5816.0,3463.034912109375
500,44398.0,45853.78125,5639.0,1298.554931640625
501,182480.0,184590.390625,4974.0,6037.15478515625
502,2450.0,2445.284423828125,4228.0,1391.75
503,4386.0,3875.74072265625,3545.0,2309.1650390625
504,2598.0,2544.66064453125,6288.0,2217.869873046875
505,208001.0,204149.125,4791.0,3106.21484375
506,137230.0,139068.640625,4343.0,3613.324951171875
507,127868.0,128933.3359375,3116.0,-5082.68994140625
508,286631.0,282545.34375,6346.0,4380.259765625
509,236028.0,235542.984375,7244.0,-3134.81005859375
510,2090.0,1450.9869384765625,2504.0,765.60498046875
511,8020.0,7785.1865234375,6195.0,2279.619873046875
512,153674.0,154115.3125,5379.0,-2468.85986328125
513,9783.0,10011.990234375,2347.0,-2554.739990234375
514,4694.0,4494.20068359375,5823.0,7657.0947265625
515,26492.0,33895.73046875,5334.0,9886.7451171875
516,36813.0,35947.0546875,1862.0,1582.2249755859375
517,45398.0,43859.03515625,6214.0,-1100.47998046875
518,6578.0,6164.0029296875,2590.0,3154.0
520,141186.0,142991.796875,1826.0,-2498.31005859375
521,225584.0,225005.03125,4076.0,4201.375
522,205422.0,199166.328125,4875.0,-151.42999267578125
523,112330.0,109098.7421875,3652.0,752.6849975585938
525,37544.0,36161.72265625,1083.0,-3406.510009765625
526,14037.0,13909.8671875,844.0,-1444.760009765625
528,8688.0,7937.79541015625,5374.0,5424.02490234375
529,906419.0,915334.125,8647.0,17081.759765625
530,6643.0,6689.10546875,1151.0,-1350.52001953125
531,485331.0,479972.875,4571.0,-9480.14453125
532,2730.0,2228.475830078125,1031.0,-4548.97998046875
533,9657.0,9164.2158203125,3381.0,69.63500213623047
534,206585.0,204265.15625,1920.0,-8870.0546875
536,1722.0,1582.4632568359375,1383.0,-952.8499755859375
537,1871.0,1492.7169189453125,-1660.0,-5465.16015625
538,4551.0,5896.16845703125,5333.0,191.3300018310547
539,48946.0,49856.71875,1752.0,-5173.03515625
540,915995.0,908899.4375,8888.0,4461.77001953125
541,127092.0,124887.6640625,5600.0,10037.9853515625
542,8192.0,8148.05029296875,2023.0,-481.8399963378906
544,231532.0,229606.5625,6220.0,2097.7900390625
545,18199.0,18070.62890625,3248.0,-2208.93994140625
546,7860.0,7806.9208984375,5156.0,3748.1298828125
547,5839.0,5649.73388671875,5177.0,3927.300048828125
548,157069.0,159814.8125,5235.0,-2269.074951171875
549,43816.0,43534.08984375,3076.0,2382.5048828125
551,204345.0,204685.796875,3348.0,630.5150146484375
552,3436686.0,3483183.75,53931.0,65536.3203125
553,128227.0,126969.8203125,1552.0,-8113.0
555,80197.0,80982.6875,1263.0,-10959.009765625
556,129467.0,127483.75,7349.0,1741.06494140625
558,7222.0,7250.587890625,554.0,-7282.4150390625
561,242311.0,243981.140625,7993.0,2555.119873046875
562,4676.0,4022.732177734375,1771.0,-5151.56494140625
563,40246.0,39977.140625,4310.0,-53.29499816894531
566,13223.0,12763.294921875,3464.0,1109.219970703125
567,811709.0,824070.5625,10356.0,16021.6552734375
569,50306.0,50965.10546875,2817.0,426.2649841308594
571,219863.0,216256.4375,2393.0,-1907.7899169921875
572,10122.0,10250.8681640625,331.0,-7724.259765625
573,866185.0,868770.375,7272.0,-488.7749938964844
574,182973.0,181496.34375,3310.0,-2383.8349609375
575,2980.0,2490.15771484375,499.0,-3604.5849609375
576,1665.0,1233.7100830078125,-296.0,-3165.58984375
578,3289.0,3322.75146484375,7641.0,10183.5244140625
580,3239342.0,3218092.5,57577.0,61600.66015625
581,60482.0,59620.40234375,5465.0,1911.6849365234375
582,223662.0,223887.078125,6804.0,11322.5751953125
583,130855.0,132075.859375,3529.0,2167.044921875
584,202711.0,202560.78125,4639.0,1166.6949462890625
585,10261.0,9836.5107421875,6384.0,1728.239990234375
587,3325689.0,3228823.0,51619.0,53273.33984375
588,49214.0,49760.41796875,5038.0,5289.69482421875
589,5057.0,4682.052734375,3161.0,-2751.864990234375
590,1004774.0,1012040.375,5882.0,19406.314453125
591,199788.0,368640.15625,8117.0,14132.580078125
592,12523.0,12183.5556640625,3878.0,-2854.93994140625
594,99289.0,148313.640625,6567.0,1816.4000244140625
595,252550.0,262744.40625,9160.0,18499.82421875
596,39819.0,40026.96484375,4981.0,-1101.7149658203125
597,282849.0,283781.0,6344.0,17455.109375
598,9358.0,9584.7265625,3631.0,4902.759765625
599,915794.0,908308.4375,7865.0,19081.224609375
600,215896.0,212386.390625,3160.0,-2626.56005859375
601,210035.0,213927.453125,5482.0,11116.8994140625
602,3162048.0,3120781.75,57825.0,54138.8828125
603,225447.0,225376.984375,5821.0,8978.544921875
604,7309.0,7497.490234375,2339.0,-4405.43505859375
605,1707.0,1277.4462890625,5303.0,1586.3099365234375
606,137544.0,135293.6875,8726.0,5824.830078125
607,48018.0,47175.765625,4884.0,-2462.39990234375
608,253535.0,250939.015625,6003.0,-5772.9599609375
611,8485.0,7737.2373046875,3073.0,-278.44500732421875
612,245752.0,242223.796875,3266.0,-897.0849609375
614,9129.0,9075.94140625,1369.0,-1453.1199951171875
615,1008758.0,989825.8125,10531.0,10511.46484375
616,2464.0,2070.583740234375,1156.0,-753.4450073242188
617,9514.0,9701.890625,2490.0,-2214.449951171875
618,7212.0,6472.8984375,3732.0,1513.72998046875
620,2058.0,1578.6513671875,4369.0,5717.0048828125
621,24141.0,23766.7734375,4099.0,-1260.8399658203125
622,8667.0,8399.5,1070.0,-7038.9296875
623,26877.0,26812.060546875,9472.0,2181.389892578125
624,12634.0,12569.8251953125,4226.0,1525.699951171875
625,5491.0,5026.0576171875,6031.0,6182.02978515625
626,211683.0,209785.484375,6871.0,1355.7449951171875
627,258239.0,497558.78125,7926.0,185.25
628,10615.0,10336.53515625,2172.0,-5733.43994140625
