,SSC-H,SSC-A,FSC-H,FSC-A
4468,223777.0,225857.34375,2092.0,-7235.6748046875
4470,1684.0,2084.9619140625,1148.0,315.2099914550781
4471,217787.0,215556.921875,2706.0,-9793.169921875
4472,5367.0,5012.61572265625,7896.0,4009.760009765625
4473,39439.0,38649.0703125,4786.0,-511.66998291015625
4474,271660.0,344533.9375,6562.0,11060.375
4475,126136.0,126201.6875,4093.0,4841.294921875
4476,8256.0,8228.96875,3723.0,4243.55517578125
4477,1010854.0,1000913.4375,6359.0,13025.0703125
4478,8196.0,10583.4375,3167.0,-1198.0450439453125
4479,1579.0,1379.2969970703125,1110.0,-4313.6650390625
4480,9524.0,9280.3115234375,4959.0,7662.1298828125
4482,295681.0,291748.03125,8509.0,13120.259765625
4483,146662.0,144782.046875,3578.0,9119.9052734375
4484,5719.0,5759.07470703125,6987.0,8156.22509765625
4485,2873.0,2355.070068359375,181.0,-6485.080078125
4486,2336.0,2030.3250732421875,-768.0,-4040.349853515625
4487,251624.0,245757.609375,3835.0,990.0899658203125
4488,108854.0,108389.6640625,1100.0,-9163.509765625
4489,950175.0,936340.0,6440.0,11810.01953125
4490,5892.0,6483.53173828125,3891.0,-61.18000030517578
4491,1041577.0,1167487.25,7445.0,-5177.68994140625
4492,2151.0,1967.462646484375,4591.0,3986.864990234375
4493,1934.0,1241.467529296875,6736.0,7798.73974609375
4494,137066.0,140207.328125,3617.0,-1342.9200439453125
4496,49599.0,48613.6484375,4150.0,4684.259765625
4497,3779066.0,3819764.25,78052.0,92623.0
4498,115440.0,116835.984375,14598.0,22973.75390625
4500,104311.0,102269.265625,226.0,-11636.169921875
4503,131600.0,129966.3515625,4071.0,-963.1099853515625
4504,5120.0,5302.92041015625,1528.0,-5861.5947265625
4506,11479.0,10889.724609375,1394.0,-6516.4296875
4507,245008.0,241229.703125,1760.0,-10980.099609375
4508,2509.0,2011.9344482421875,-989.0,-10193.21484375
4509,322697.0,313950.0,2663.0,-6344.955078125
4510,2063.0,1758.411376953125,833.0,-3952.284912109375
4511,938571.0,981651.9375,8213.0,-15986.9794921875
4512,3870.0,3389.62646484375,1711.0,-808.0700073242188
4513,23547.0,23939.98046875,1820.0,-6344.57470703125
4514,10196.0,10749.6884765625,1392.0,-6144.125
4516,728331.0,722203.25,209097.0,186447.0
4517,1932.0,1384.4462890625,-1881.0,-5317.7197265625
4520,3197.0,2898.630126953125,826.0,-1986.260009765625
4521,265650.0,271780.46875,4412.0,-5836.98974609375
4522,224116.0,229331.03125,1716.0,-7483.81494140625
4523,4224.0,3686.350830078125,-2104.0,-10739.5595703125
4524,112126.0,110664.484375,-583.0,-11753.4951171875
4525,137472.0,135192.03125,4152.0,-4035.219970703125
4526,288952.0,285149.40625,5916.0,8682.71484375
4527,224671.0,229941.140625,4269.0,2097.125
4528,98752.0,95997.6640625,974.0,-7850.134765625
4529,2125.0,1950.543212890625,3267.0,-4233.10498046875
4530,7542.0,6985.896484375,4235.0,3055.675048828125
4531,203760.0,202207.0,4011.0,3292.224853515625
4532,220665.0,220805.8125,4397.0,-2993.260009765625
4533,204141.0,205700.625,2141.0,-5198.11474609375
4534,208881.0,206329.71875,4973.0,5534.4150390625
4535,2915.0,2870.342041015625,3309.0,2048.675048828125
4536,5181.0,4993.22216796875,-718.0,-7408.57470703125
4537,217311.0,213564.59375,4484.0,2006.875
4538,290017.0,293296.78125,2119.0,-4726.43994140625
4539,6673.0,6989.70849609375,3577.0,5262.71484375
4540,4731.0,3975.317626953125,-202.0,-4604.55517578125
4541,40378.0,40595.53515625,565.0,-6786.98974609375
4542,3441082.0,3465174.0,60198.0,60139.0859375
4543,41782.0,41823.55859375,4815.0,3376.96484375
4544,7104.0,7043.74365234375,8162.0,4082.054931640625
4545,281893.0,287300.5,6394.0,17184.740234375
4546,937516.0,923404.0625,11061.0,2250.074951171875
4547,1905.0,1567.817626953125,2376.0,250.89500427246094
4548,127544.0,131560.859375,7101.0,6048.080078125
4549,220187.0,219877.859375,5074.0,-9505.3203125
4551,127336.0,130154.0,5367.0,1327.3399658203125
4552,211695.0,208673.421875,5027.0,5410.53515625
4553,1613.0,1280.99072265625,2932.0,681.719970703125
4554,2257.0,1925.598876953125,1562.0,-3379.054931640625
4555,3344107.0,3264664.25,48697.0,54961.48828125
4557,1288685.0,1275589.0,9787.0,8588.28515625
4558,3724.0,3378.725830078125,5138.0,363.18499755859375
4559,1805.0,1450.1844482421875,-1357.0,-3877.52001953125
4560,152155.0,153498.53125,2061.0,-5827.48974609375
4561,32597.0,31766.02734375,4100.0,3073.344970703125
4562,3102.0,2783.337646484375,1823.0,-2955.070068359375
4563,3399.0,3390.495849609375,9220.0,13245.66015625
4564,275631.0,278114.34375,10444.0,30074.814453125
4566,8029.0,7767.99951171875,9961.0,9767.2353515625
4567,209165.0,204535.265625,8150.0,24318.099609375
4568,240032.0,236101.796875,10078.0,20368.0
4569,49238.0,49934.828125,9009.0,17838.91015625
4570,7713.0,7597.46826171875,7499.0,12508.4599609375
4571,214590.0,208659.375,10902.0,28852.923828125
4576,6497.0,6533.55419921875,8148.0,10801.3095703125
4577,251219.0,252136.546875,5149.0,3201.21484375
4579,6549.0,6151.56396484375,2262.0,2244.090087890625
4580,243059.0,237050.546875,4717.0,-3557.0849609375
4581,283370.0,278151.40625,5399.0,4052.320068359375
4582,144738.0,147161.59375,7471.0,1371.6099853515625
4584,18176.0,18733.626953125,5172.0,3704.905029296875
4585,6893.0,6145.27783203125,2998.0,-2276.864990234375
4587,131981.0,129948.6953125,3821.0,208.42999267578125
4588,2774.0,2421.811279296875,4033.0,-1139.7149658203125
4589,5971.0,5431.92236328125,2798.0,-2034.1400146484375
4590,36114.0,35057.81640625,4961.0,1546.030029296875
4591,47420.0,47560.6328125,5940.0,9277.4150390625
4592,17929.0,31272.625,5560.0,2708.260009765625
4593,3798.0,3325.426513671875,2501.0,-7389.669921875
4594,8173.0,8680.7099609375,2082.0,-6699.68505859375
4595,79999.0,78314.109375,6985.0,9652.0
4596,113052.0,113923.375,4749.0,4682.64501953125
4597,254457.0,282614.6875,3238.0,-2925.14501953125
4598,907157.0,892131.3125,4461.0,1000.2550048828125
4599,13620.0,13083.158203125,4736.0,841.7949829101562
4600,967147.0,972258.4375,6513.0,12735.509765625
4602,49534.0,48260.27734375,2593.0,-7642.3701171875
4603,37840.0,37781.90234375,6099.0,1864.8499755859375
4604,5738.0,6227.935546875,2001.0,811.9649658203125
4605,195296.0,193092.40625,3513.0,1078.0599365234375
4606,1905.0,1580.5238037109375,5124.0,4522.0947265625
4607,42957.0,43581.76953125,4111.0,5268.69970703125
4608,165998.0,167308.484375,2057.0,-9560.705078125
4609,3465182.0,4194304.0,62409.0,118636.09375
4610,3286.0,3259.822021484375,-603.0,-7396.1298828125
4611,955382.0,963921.375,6127.0,10537.6845703125
4612,14161.0,13830.552734375,2799.0,310.4599914550781
4614,211593.0,212218.0625,6687.0,3333.929931640625
4615,3374788.0,3399471.5,67714.0,80602.84375
4616,324627.0,316750.03125,8165.0,20797.208984375
4617,524908.0,531857.6875,21392.0,52285.71875
4618,1704.0,1482.6856689453125,4986.0,5241.625
4619,1680.0,1546.4844970703125,5582.0,7031.52001953125
4620,34975.0,34593.5703125,3227.0,-1711.7099609375
4621,4168.0,3906.36962890625,7127.0,10147.2353515625
4622,225972.0,220616.09375,9141.0,28867.83984375
4623,146204.0,148288.4375,10270.0,19475.6640625
4624,155301.0,153058.953125,13633.0,30560.740234375
4625,2420.0,2101.814453125,12067.0,15056.455078125
4626,223100.0,220571.484375,7585.0,23669.62890625
4627,985986.0,979954.0625,6677.0,21583.904296875
4628,140238.0,139661.421875,4903.0,10567.705078125
4629,1001192.0,1008426.5625,7325.0,6898.61474609375
4632,216838.0,212230.828125,5371.0,5258.72509765625
4633,242790.0,244886.15625,3614.0,-1571.5849609375
4634,1575.0,1292.4931640625,4042.0,2435.419921875
4635,12003.0,11137.4970703125,3219.0,1114.3499755859375
4636,131450.0,132078.859375,4136.0,-3924.1650390625
4637,119740.0,120345.8515625,4439.0,4237.28515625
4638,3006.0,2535.09765625,5209.0,2836.889892578125
4639,975285.0,965937.3125,9570.0,2659.52490234375
4640,7599.0,7772.3466796875,3587.0,2253.68505859375
4641,49933.0,49215.38671875,4847.0,4769.94970703125
4642,1666.0,1332.68505859375,5377.0,1510.594970703125
4643,197795.0,198512.5625,2769.0,-1939.9000244140625
4644,47417.0,46740.01171875,5772.0,3712.695068359375
4645,910018.0,920838.375,3215.0,-5154.22509765625
4646,3464590.0,3468484.25,57616.0,36908.734375
4647,97362.0,97364.25,2102.0,-5530.7099609375
4648,1737.0,1181.8150634765625,5851.0,5202.86474609375
4649,10041.0,9173.244140625,5306.0,5110.0498046875
4650,205350.0,199663.28125,8914.0,28000.298828125
4652,50715.0,50450.5703125,9778.0,19951.615234375
4653,139082.0,136435.578125,8123.0,12960.849609375
4654,941721.0,919365.3125,8830.0,25418.76953125
4655,980509.0,987761.0625,10529.0,40790.91015625
4656,7912.0,8246.423828125,7897.0,14897.615234375
4657,1760.0,1252.30126953125,6833.0,7997.47998046875
4658,30211.0,30760.830078125,2846.0,-752.114990234375
4659,133943.0,133089.34375,7189.0,16999.298828125
4660,4119.0,3963.146484375,6003.0,9925.6953125
4661,226295.0,227735.265625,6001.0,6605.06494140625
4662,3574.0,3238.087646484375,5385.0,2729.2548828125
4663,56700.0,56676.296875,10871.0,8644.5244140625
4665,3464766.0,3480547.25,59650.0,56384.68359375
4667,106317.0,105801.0703125,1244.0,-6119.9951171875
4668,1638.0,1283.1307373046875,3100.0,-1112.260009765625
4669,6346.0,6460.45947265625,4206.0,2137.8798828125
4670,221071.0,218570.84375,5882.0,4252.39013671875
4671,864225.0,878799.625,5623.0,6364.81005859375
4672,178657.0,218373.234375,4295.0,2861.969970703125
4673,7970.0,7640.8037109375,3096.0,1654.9949951171875
4674,9198.0,8657.5712890625,6551.0,7975.53466796875
4675,6978.0,6874.48291015625,6907.0,9927.8798828125
4676,117642.0,118505.984375,4625.0,1469.7449951171875
4678,1509.0,1887.2794189453125,4082.0,589.85498046875
4679,43914.0,45055.02734375,3747.0,-10647.7900390625
4680,3436654.0,3434405.75,56378.0,41548.72265625
4681,2216705.0,2193478.25,24163.0,24098.080078125
4682,939286.0,933979.0625,7361.0,-967.385009765625
4684,6383.0,5818.25927734375,4943.0,5830.14990234375
4685,4109.0,3500.304443359375,1532.0,-2574.5
4686,130804.0,128993.9921875,8659.0,13114.1796875
4688,9618.0,8855.7216796875,6954.0,8177.7900390625
4689,231227.0,234482.828125,5762.0,-613.60498046875
4690,16927.0,16535.37890625,9908.0,22019.00390625
4691,7480.0,7644.013671875,9040.0,12947.740234375
4693,2463.0,2173.036376953125,7028.0,8544.7744140625
4694,1962.0,1581.5269775390625,6178.0,4365.25
4695,284843.0,289962.65625,6422.0,17251.810546875
4696,103849.0,101893.96875,10153.0,31499.529296875
4697,106477.0,104702.046875,4898.0,6606.6796875
4698,7188.0,11157.3583984375,6366.0,16628.419921875
4699,185777.0,320923.96875,7845.0,13368.6845703125
4700,4758.0,5010.20849609375,4741.0,6536.56982421875
4703,280822.0,280071.78125,5471.0,4672.955078125
4704,2943.0,2579.302001953125,2900.0,1685.7750244140625
4706,2452.0,2094.658935546875,-293.0,-4820.8701171875
4707,221793.0,409136.3125,4341.0,-6674.1298828125
4708,118993.0,120479.1328125,4652.0,-3865.074951171875
4709,199014.0,197656.09375,2456.0,-4916.06005859375
4713,41920.0,58318.14453125,3483.0,-3872.675048828125
4714,5000.0,4410.072265625,3391.0,2220.244873046875
4715,261944.0,258947.703125,5495.0,-361.6650085449219
4716,149628.0,151909.25,6224.0,3970.14501953125
4717,44256.0,43714.5859375,2873.0,-1424.239990234375
4718,138367.0,138351.40625,4429.0,4131.5498046875
4719,25597.0,25651.712890625,3401.0,-5481.8798828125
4720,1828.0,1500.4075927734375,3192.0,622.1549682617188
4721,1785.0,1323.389404296875,-416.0,-3019.764892578125
4722,4856.0,4097.431640625,4694.0,311.5050048828125
4723,222947.0,220881.046875,1118.0,-16330.78515625
4726,251770.0,249870.890625,3422.0,-427.8800048828125
4728,3405573.0,3423895.25,53750.0,47647.62890625
4729,4142.0,3779.03955078125,2809.0,-5784.07470703125
4730,9809.0,9108.7763671875,2429.0,-592.0399780273438
4732,241951.0,244176.625,1680.0,-4623.64990234375
4733,40658.0,39357.0078125,1391.0,-8469.6298828125
4736,193571.0,192553.0625,3833.0,7087.3798828125
4737,47460.0,47674.85546875,5056.0,8745.6044921875
4738,36269.0,36165.0,7325.0,14229.0048828125
4739,2427.0,1972.6119384765625,5937.0,4564.46484375
4740,1914.0,1361.10693359375,4720.0,3897.280029296875
4741,1936.0,1585.873779296875,5553.0,3590.429931640625
4742,115531.0,116047.125,5511.0,4465.56982421875
4745,11756.0,11027.2197265625,4689.0,188.76499938964844
4746,4056219.0,4002626.25,88731.0,99107.515625
4747,120010.0,119210.5078125,6488.0,5427.919921875
4749,191239.0,195361.953125,7414.0,20599.89453125
4751,1656.0,1621.5181884765625,7983.0,3452.014892578125
4752,1616.0,1451.9901123046875,5096.0,5781.03515625
4753,4110.0,3709.690185546875,5329.0,1330.85498046875
4754,7510.0,7384.00341796875,5742.0,9168.6396484375
4755,308111.0,299343.875,8450.0,7128.98974609375
4756,135823.0,131557.109375,5104.0,4782.205078125
4757,179240.0,175939.234375,5401.0,2276.9599609375
4758,5565.0,5257.64599609375,5557.0,2118.68994140625
4759,3426.0,2634.473876953125,1043.0,-3848.070068359375
4760,143975.0,146125.765625,8026.0,2015.804931640625
4762,4157.0,3203.7138671875,1734.0,656.260009765625
4763,3616.0,3382.270263671875,2192.0,-280.7250061035156
4764,5953.0,5526.41650390625,3063.0,-1305.679931640625
4765,4685.0,4638.11572265625,3862.0,4967.26513671875
4766,134898.0,133580.609375,4212.0,-5948.7099609375
4767,859273.0,1739280.125,10366.0,1009.0899658203125
4768,246263.0,250685.234375,6154.0,4103.6201171875
4769,2246.0,1725.2413330078125,-5087.0,-12172.7294921875
4771,3639.0,3714.371337890625,1770.0,1349.4749755859375
4772,9140.0,8856.45703125,1977.0,-3265.530029296875
4773,3409.0,3272.59521484375,871.0,-1367.8099365234375
4774,7432.0,7377.115234375,4673.0,-3627.764892578125
4775,5077.0,4726.85888671875,4693.0,4967.26513671875
4776,36128.0,43499.046875,3000.0,-3075.33984375
4777,239206.0,238559.390625,3290.0,-1270.1500244140625
4778,6042.0,5776.9970703125,3873.0,2187.469970703125
4779,31231.0,34485.69921875,2895.0,-1643.2149658203125
4780,9386.0,8968.2724609375,1674.0,-8095.7099609375
4781,39777.0,38874.97265625,2235.0,-3231.23486328125
4782,247432.0,248829.71875,5230.0,6897.85498046875
4784,268512.0,265763.65625,4952.0,11293.2197265625
4785,39606.0,39221.65625,2990.0,4901.3349609375
4786,869286.0,883141.25,8797.0,5629.4150390625
4787,196643.0,194390.390625,3833.0,11587.814453125
4788,1336191.0,1327309.125,10531.0,10431.5703125
4789,24551.0,24610.9375,8355.0,10385.6845703125
4790,3207.0,2883.984619140625,5697.0,2703.510009765625
4791,48763.0,48155.28515625,4447.0,1171.3499755859375
4794,835063.0,837391.75,4937.0,2546.18994140625
4795,53490.0,53604.4609375,5436.0,11563.6845703125
4796,50173.0,49094.01171875,3054.0,7254.294921875
4797,1557.0,1182.35009765625,2605.0,416.9549865722656
4798,225862.0,225056.65625,5095.0,9017.2099609375
4800,3391226.0,3378167.5,59481.0,75768.296875
4801,4326.0,4110.87353515625,3455.0,-1372.4649658203125
4802,148646.0,146466.484375,5236.0,-385.0350036621094
4803,3852.0,3480.509521484375,5134.0,3843.60498046875
4804,4023.0,3808.665283203125,3055.0,-3929.010009765625
4805,5531.0,5023.3828125,2288.0,-4172.11474609375
4806,5048.0,4095.224609375,3544.0,3849.114990234375
4808,211931.0,230842.6875,4476.0,-2459.35986328125
4809,9881.0,9692.86328125,3358.0,2376.994873046875
4810,257832.0,255613.984375,5241.0,925.6799926757812
4811,235088.0,235898.96875,3841.0,1970.1099853515625
4812,2064.0,1472.253173828125,2999.0,1947.7850341796875
4813,143907.0,138789.375,4764.0,1322.875
4814,129538.0,127080.1640625,5882.0,11996.884765625
4815,194665.0,192510.0,1142.0,-11054.294921875
4816,76106.0,74428.734375,4913.0,4070.655029296875
4817,13709.0,13337.015625,1462.0,-6220.41015625
4818,279281.0,285501.6875,5306.0,8464.4052734375
4819,39554.0,39981.48828125,2047.0,-2654.10986328125
4820,120831.0,121587.6484375,1490.0,-9308.4794921875
4821,6420.0,5982.30322265625,2754.0,-5341.85009765625
4822,2235.0,1885.540771484375,3092.0,-988.0
4823,3291555.0,3284593.0,57342.0,61593.25
4824,125718.0,172067.375,2768.0,-15736.75
4826,252553.0,257553.359375,3593.0,-7284.5048828125
4827,1340350.0,1337152.375,45438.0,42041.30078125
4828,11895.0,11126.9306640625,4283.0,2310.494873046875
4830,2538.0,2349.920654296875,1969.0,-4278.705078125
4831,8773.0,8403.84765625,2331.0,-6468.455078125
4832,6520.0,6432.3720703125,5045.0,-1693.9449462890625
4833,207882.0,210358.734375,3861.0,-219.73500061035156
4834,6713.0,5906.73486328125,9183.0,10448.8603515625
4835,174901.0,177455.5625,6227.0,10667.0751953125
4836,221403.0,224052.734375,2392.0,-3932.81005859375
4838,8326.0,8236.2587890625,6613.0,7681.60498046875
4839,326168.0,323276.5625,6763.0,11268.8994140625
4840,7811.0,7298.87158203125,9512.0,17454.16015625
4841,897667.0,899297.1875,5834.0,2016.280029296875
4842,195351.0,198085.96875,3558.0,8755.294921875
4843,3105.0,2828.678955078125,7544.0,12031.1796875
4844,976583.0,985111.25,6873.0,2804.875
4845,284483.0,280761.46875,2906.0,3055.10498046875
4846,3281.0,3252.13134765625,5362.0,-485.8299865722656
4847,130016.0,127967.0546875,4063.0,11551.0498046875
4848,3694.0,3538.891357421875,3403.0,167.00999450683594
4849,5464.0,4884.41650390625,8763.0,4713.23486328125
4850,252673.0,248893.984375,5264.0,9841.71484375
4851,128645.0,125756.5703125,6406.0,10681.5146484375
4852,54648.0,53481.2109375,6359.0,9974.14453125
4853,6842.0,6959.0126953125,8025.0,8916.03515625
4855,930951.0,932994.4375,6247.0,4092.219970703125
4858,225056.0,226391.75,1172.0,-12861.669921875
4860,123701.0,119635.7734375,4344.0,5095.705078125
4861,3646.0,2936.080078125,2781.0,-2454.800048828125
4862,256759.0,252956.234375,4246.0,1575.669921875
4863,103971.0,102764.0078125,4843.0,1055.7349853515625
4864,223734.0,222379.25,6165.0,9045.1396484375
4865,3453508.0,3376730.0,71375.0,80232.34375
4866,130248.0,131064.171875,3877.0,-1412.8399658203125
4867,133359.0,130101.5703125,6345.0,5156.31494140625
4868,191157.0,190883.796875,4893.0,6462.94482421875
4870,199410.0,201501.140625,6733.0,4856.2099609375
4873,146647.0,144605.5625,3475.0,-2915.550048828125
4874,6425.0,5876.23974609375,1636.0,-4962.0400390625
4876,221168.0,218780.296875,3998.0,3949.81494140625
4877,2095.0,1788.7725830078125,337.0,-2526.3349609375
4878,114404.0,164933.078125,5556.0,2435.60986328125
4879,3272573.0,3277768.5,63203.0,53500.390625
4880,24356.0,24831.7578125,8851.0,11213.2294921875
4882,2794.0,2448.561279296875,7210.0,3521.554931640625
4883,3940.0,3511.004638671875,16.0,-7514.5947265625
4885,46459.0,44680.328125,2731.0,-636.4049682617188
4886,1743.0,1149.8487548828125,-885.0,-2440.35986328125
4889,135445.0,135894.359375,5048.0,-1771.2750244140625
4890,120502.0,121064.015625,3836.0,4831.794921875
4891,276247.0,502174.90625,2879.0,-4960.4248046875
4892,132220.0,128658.8125,5784.0,9774.8349609375
4893,257738.0,261500.65625,4023.0,-301.3399963378906
4894,124293.0,120959.0234375,6624.0,4270.25
4895,3379491.0,3381668.5,56853.0,49353.640625
4896,200214.0,200150.859375,1450.0,-1216.094970703125
4897,264666.0,259713.09375,4742.0,3926.159912109375
4898,47381.0,46419.8125,3439.0,-1928.405029296875
4899,117793.0,118381.53125,6360.0,7960.6201171875
4900,2452.0,2228.208251953125,8055.0,7678.7548828125
4902,117776.0,117860.234375,3371.0,-3304.85986328125
4904,939641.0,936834.75,6799.0,17444.185546875
4905,1657.0,1442.7613525390625,-1459.0,-4787.71484375
4906,7247.0,6917.349609375,4389.0,2230.7900390625
4907,308758.0,307409.46875,4138.0,2767.635009765625
4909,1557.0,1186.1619873046875,1618.0,-2099.8798828125
4910,124108.0,124235.1015625,4668.0,1655.56494140625
4911,229885.0,229767.796875,8359.0,6850.9248046875
4912,54158.0,55598.7421875,5231.0,-2701.989990234375
4913,267476.0,463311.5,6577.0,2879.1650390625
4916,268093.0,269774.375,403.0,-16200.919921875
4917,139614.0,140146.46875,-292.0,-21218.345703125
4918,114915.0,112525.0859375,7185.0,2494.034912109375
4919,756909.0,755655.25,5916.0,8398.5703125
4920,292978.0,298417.59375,5213.0,3922.264892578125
4921,4673.0,3998.723876953125,2508.0,-494.3800048828125
4923,210389.0,214541.828125,5325.0,3830.304931640625
4924,101872.0,100655.5703125,1734.0,-8315.16015625
4925,7713.0,7445.060546875,5350.0,1158.905029296875
4926,112619.0,112080.4296875,4879.0,4005.864990234375
4927,256718.0,250128.03125,6357.0,-2734.195068359375
4928,233179.0,365241.3125,4174.0,1976.6649169921875
4929,50682.0,51761.3203125,2313.0,1349.949951171875
4930,9162.0,9312.4111328125,5210.0,5395.14501953125
4931,4874.0,4195.73779296875,4959.0,2539.349853515625
4932,104989.0,104874.71875,5590.0,-1147.219970703125
4933,7288.0,6222.85302734375,4453.0,5150.89990234375
4934,127371.0,126218.40625,6421.0,13172.6044921875
4936,2621.0,2858.572021484375,7723.0,8158.97998046875
4937,45401.0,45124.64453125,3436.0,2436.655029296875
4938,10277.0,9422.8212890625,5097.0,7055.4599609375
4939,131383.0,130676.96875,3535.0,-2970.64990234375
4940,231316.0,234438.890625,6890.0,8894.1845703125
4942,4120.0,3789.47216796875,2067.0,-3845.599853515625
4943,29973.0,29901.28515625,5725.0,10603.615234375
4945,2085.0,1778.273193359375,-52.0,-2094.0849609375
4946,133019.0,134022.65625,4219.0,-2674.43994140625
4947,832399.0,840394.5625,6277.0,-3119.60986328125
4948,141934.0,142707.578125,6461.0,-3617.695068359375
4949,1692.0,1352.814453125,5330.0,850.9149780273438
4951,857742.0,1000146.875,4130.0,-12735.224609375
4952,230605.0,233706.46875,5148.0,6208.53515625
4953,146019.0,146019.5,4551.0,3091.300048828125
4954,52817.0,53109.38671875,4252.0,-6655.03515625
4956,3166440.0,3161247.0,58470.0,55951.484375
4957,237709.0,235880.4375,3598.0,1807.375
4959,9787.0,8596.78125,-121.0,-12798.58984375
4961,1719.0,1710.4619140625,864.0,-1055.5450439453125
4962,67388.0,66477.1640625,5414.0,232.55999755859375
4963,53670.0,54600.23046875,3299.0,-3361.385009765625
4965,11769.0,11838.681640625,7210.0,2578.77490234375
4966,145321.0,156234.046875,3936.0,-2642.139892578125
4967,10702.0,10024.162109375,878.0,-2095.889892578125
4968,2182.0,1852.63818359375,3775.0,2980.719970703125
4970,2459.0,2135.58642578125,3542.0,1342.3499755859375
4971,48425.0,48391.421875,3790.0,-277.0199890136719
4972,305421.0,311268.5,5523.0,8117.93994140625
4973,217734.0,425207.0,7908.0,9432.8349609375
4974,24447.0,23666.4609375,6057.0,4402.8701171875
4975,3129082.0,3047876.0,51929.0,54105.82421875
4976,146193.0,148268.703125,3605.0,4671.7197265625
4978,133705.0,132416.390625,4073.0,7909.31982421875
4979,2354.0,1758.210693359375,2890.0,1624.9749755859375
4980,50312.0,49307.0078125,8917.0,17865.224609375
4981,2537.0,2361.556884765625,2501.0,-2349.349853515625
4982,43838.0,43869.53515625,4389.0,-298.3949890136719
4984,44141.0,44571.453125,6520.0,11250.564453125
4985,7220.0,7278.8759765625,1514.0,-2896.64501953125
4988,960859.0,934710.5,6550.0,18140.724609375
4989,5341.0,4559.3369140625,1272.0,-1493.969970703125
4991,240653.0,245605.875,3323.0,-7409.81005859375
4992,197258.0,198190.421875,9132.0,11596.365234375
4993,1718.0,1220.46875,2480.0,1582.0350341796875
4994,1624.0,1502.346923828125,5127.0,-532.9500122070312
4995,215536.0,213974.734375,4948.0,597.5499877929688
4996,51753.0,52087.66796875,6425.0,6871.72998046875
4997,3011.0,2884.31884765625,3920.0,4359.5498046875
4998,3539.0,3144.730224609375,2314.0,922.260009765625
4999,213350.0,213356.546875,3521.0,-896.7050170898438
5001,199149.0,196533.0,4740.0,-5854.85009765625
5002,5237.0,4862.81591796875,7085.0,-2832.804931640625
5005,3582473.0,4194304.0,65594.0,107292.140625
5006,4882.0,4056.43701171875,4248.0,4224.1748046875
5008,130311.0,130062.921875,6153.0,8211.5146484375
5009,3456.0,2727.965087890625,2301.0,1072.074951171875
5010,210043.0,207844.4375,4693.0,-7667.44970703125
5011,207169.0,209183.078125,1227.0,-13228.2744140625
5012,3392017.0,3439913.75,60309.0,39554.10546875
5013,6213.0,5429.6484375,29.0,-7006.72509765625
5014,8656.0,7979.1240234375,2059.0,-513.2849731445312
5015,10141.0,9931.40625,357.0,-3223.72998046875
5016,220747.0,223670.9375,1431.0,-9788.0400390625
5018,4650.0,4262.47900390625,5291.0,193.89500427246094
5019,6723.0,7148.068359375,3020.0,-3641.5400390625
5020,56553.0,56408.59765625,3370.0,2632.73486328125
5021,6175.0,6268.32763671875,1321.0,-4988.544921875
5022,19823.0,19270.166015625,3089.0,-146.2050018310547
5023,286021.0,288458.71875,7293.0,2074.705078125
5024,977593.0,1099783.5,8871.0,16666.515625
5025,232313.0,237034.703125,4705.0,4408.47509765625
5026,203000.0,205933.21875,5333.0,10128.51953125
5027,2692.0,2210.82080078125,5300.0,6837.625
5028,173184.0,168891.546875,3323.0,-8129.33984375
5029,9446.0,9116.6005859375,2641.0,-4478.5849609375
5030,245583.0,250680.140625,5805.0,14479.8046875
5032,6868.0,6738.19140625,3898.0,-551.760009765625
5033,240948.0,234979.703125,5646.0,8294.7353515625
5035,214826.0,219067.734375,2988.0,-10142.4853515625
5036,3388.0,3270.72265625,4424.0,3318.2548828125
5038,1945.0,1644.723876953125,2850.0,-437.57000732421875
5040,2403.0,1943.855712890625,293.0,-4849.93994140625
5042,1874.0,1274.30322265625,865.0,-3202.260009765625
5043,4139.0,3653.7158203125,3908.0,3074.199951171875
5044,225249.0,229129.40625,5978.0,15042.5849609375
5046,47355.0,46360.29296875,3831.0,6008.1796875
5047,2426.0,2302.90771484375,3022.0,2049.530029296875
5048,262703.0,257138.796875,5083.0,8706.8447265625
5049,8407.0,8266.6201171875,6245.0,3436.81494140625
5050,322169.0,321294.34375,4649.0,4555.3447265625
5051,6292.0,5583.728515625,2780.0,62.224998474121094
5052,3996.0,3958.3984375,707.0,-8082.97998046875
5053,43957.0,42483.75,2655.0,934.4199829101562
5054,9559.0,9373.4677734375,4924.0,7271.48974609375
5055,3260079.0,3226034.75,62471.0,58792.74609375
5056,7490.0,7883.5595703125,4334.0,-1512.114990234375
5058,114877.0,113662.9609375,4132.0,922.4500122070312
5059,40869.0,40316.0625,3702.0,-8118.98486328125
5060,40376.0,41107.99609375,3386.0,820.22998046875
5061,3825.0,3314.793212890625,4343.0,-3786.320068359375
5062,138534.0,134322.796875,811.0,-10511.3701171875
5063,262632.0,266170.8125,5483.0,-1112.260009765625
5064,2031.0,1621.183837890625,2852.0,-485.92498779296875
5065,207823.0,208060.3125,2309.0,-12739.8798828125
5066,252818.0,255183.90625,2735.0,-6506.73974609375
5068,9290.0,9540.25390625,2242.0,-853.6699829101562
5071,209913.0,211368.21875,5230.0,-981.635009765625
5072,20378.0,19411.673828125,4638.0,3000.2900390625
